dataset	genomeID	ST	country	continent
KlebAMRnet	SAMN24020260	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020262	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24020263	ST48	United Kingdom	Europe
KlebAMRnet	SAMN24020267	ST35	United Kingdom	Europe
KlebAMRnet	SAMN24020270	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020279	ST25	United Kingdom	Europe
KlebAMRnet	SAMN24020282	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020283	ST25	United Kingdom	Europe
KlebAMRnet	SAMN24020285	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24020286	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24020288	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020289	ST23	United Kingdom	Europe
KlebAMRnet	SAMN24020292	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020293	ST922	United Kingdom	Europe
KlebAMRnet	SAMN24020296	ST1306	United Kingdom	Europe
KlebAMRnet	SAMN24020298	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020302	ST37	United Kingdom	Europe
KlebAMRnet	SAMN24020304	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020305	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020308	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020309	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24020312	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020314	ST252	United Kingdom	Europe
KlebAMRnet	SAMN24020317	ST359	United Kingdom	Europe
KlebAMRnet	SAMN24020320	ST1	United Kingdom	Europe
KlebAMRnet	SAMN24020323	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020324	ST307	United Kingdom	Europe
KlebAMRnet	SAMN24020325	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24020326	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24020333	ST29	United Kingdom	Europe
KlebAMRnet	SAMN24020334	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN24020336	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020338	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020340	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24020341	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020345	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020347	ST45	United Kingdom	Europe
KlebAMRnet	SAMN24020348	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020350	ST394	United Kingdom	Europe
KlebAMRnet	SAMN24020351	ST29	United Kingdom	Europe
KlebAMRnet	SAMN24020353	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020355	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020356	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020357	ST1198	United Kingdom	Europe
KlebAMRnet	SAMN24020358	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020360	ST1823	United Kingdom	Europe
KlebAMRnet	SAMN24020361	ST2211	United Kingdom	Europe
KlebAMRnet	SAMN24020369	ST16	United Kingdom	Europe
KlebAMRnet	SAMN24020373	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020375	ST661	United Kingdom	Europe
KlebAMRnet	SAMN24020376	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020378	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020380	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24020384	ST485	United Kingdom	Europe
KlebAMRnet	SAMN24020386	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020387	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020388	ST336	United Kingdom	Europe
KlebAMRnet	SAMN24020389	ST25	United Kingdom	Europe
KlebAMRnet	SAMN24020391	ST392	United Kingdom	Europe
KlebAMRnet	SAMN24020398	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020399	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020400	ST14-1LV	United Kingdom	Europe
KlebAMRnet	SAMN24020402	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020406	ST252	United Kingdom	Europe
KlebAMRnet	SAMN24020411	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020413	ST20	United Kingdom	Europe
KlebAMRnet	SAMN24020414	ST831	United Kingdom	Europe
KlebAMRnet	SAMN24020416	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020417	ST45	United Kingdom	Europe
KlebAMRnet	SAMN24020421	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020422	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24020424	ST323	United Kingdom	Europe
KlebAMRnet	SAMN24020426	ST1825	United Kingdom	Europe
KlebAMRnet	SAMN24020428	ST37	United Kingdom	Europe
KlebAMRnet	SAMN24020430	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020432	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020433	ST834	United Kingdom	Europe
KlebAMRnet	SAMN24020437	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020438	ST392	United Kingdom	Europe
KlebAMRnet	SAMN24020439	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020440	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020444	ST383	United Kingdom	Europe
KlebAMRnet	SAMN24020445	ST327	United Kingdom	Europe
KlebAMRnet	SAMN24020450	ST12	United Kingdom	Europe
KlebAMRnet	SAMN24020454	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020456	ST34-1LV	United Kingdom	Europe
KlebAMRnet	SAMN24020458	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020459	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020464	ST661	United Kingdom	Europe
KlebAMRnet	SAMN24020470	ST449	United Kingdom	Europe
KlebAMRnet	SAMN24020472	ST307	United Kingdom	Europe
KlebAMRnet	SAMN24020474	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020475	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020477	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020483	ST336	United Kingdom	Europe
KlebAMRnet	SAMN24020484	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24020487	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24020488	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020490	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020503	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020505	ST17	United Kingdom	Europe
KlebAMRnet	SAMN24020512	ST659	United Kingdom	Europe
KlebAMRnet	SAMN24020514	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020516	ST20	United Kingdom	Europe
KlebAMRnet	SAMN24020519	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020523	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020524	ST478	United Kingdom	Europe
KlebAMRnet	SAMN24020526	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020528	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24020529	ST37	United Kingdom	Europe
KlebAMRnet	SAMN24020532	ST12	United Kingdom	Europe
KlebAMRnet	SAMN24020533	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020534	ST48	United Kingdom	Europe
KlebAMRnet	SAMN24020536	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020537	ST1399	United Kingdom	Europe
KlebAMRnet	SAMN24020540	ST395	United Kingdom	Europe
KlebAMRnet	SAMN24020542	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020545	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020546	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020547	ST1817	United Kingdom	Europe
KlebAMRnet	SAMN24020548	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020549	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020550	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020551	ST105-1LV	United Kingdom	Europe
KlebAMRnet	SAMN24020552	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020553	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020554	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020555	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020560	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020562	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020563	ST13	United Kingdom	Europe
KlebAMRnet	SAMN24020564	ST48	United Kingdom	Europe
KlebAMRnet	SAMN24020565	ST943	United Kingdom	Europe
KlebAMRnet	SAMN24020566	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020567	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020568	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020572	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020573	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24020574	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020575	ST45	United Kingdom	Europe
KlebAMRnet	SAMN24020577	ST395	United Kingdom	Europe
KlebAMRnet	SAMN24020584	ST45	United Kingdom	Europe
KlebAMRnet	SAMN24020585	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020587	ST17	United Kingdom	Europe
KlebAMRnet	SAMN24020590	ST36	United Kingdom	Europe
KlebAMRnet	SAMN24020594	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020595	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020603	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020606	ST25	United Kingdom	Europe
KlebAMRnet	SAMN24020608	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020610	ST34	United Kingdom	Europe
KlebAMRnet	SAMN24020612	ST34	United Kingdom	Europe
KlebAMRnet	SAMN24020614	ST16	United Kingdom	Europe
KlebAMRnet	SAMN24020615	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020616	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020618	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020620	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020622	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020624	ST323	United Kingdom	Europe
KlebAMRnet	SAMN24020627	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020628	ST661	United Kingdom	Europe
KlebAMRnet	SAMN24020633	ST307	United Kingdom	Europe
KlebAMRnet	SAMN24020635	ST307	United Kingdom	Europe
KlebAMRnet	SAMN24020636	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020637	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020638	ST37	United Kingdom	Europe
KlebAMRnet	SAMN24020642	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020643	ST268	United Kingdom	Europe
KlebAMRnet	SAMN24020645	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020646	ST253	United Kingdom	Europe
KlebAMRnet	SAMN24020647	ST6514	United Kingdom	Europe
KlebAMRnet	SAMN24020649	ST253	United Kingdom	Europe
KlebAMRnet	SAMN24020652	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020653	ST240	United Kingdom	Europe
KlebAMRnet	SAMN24020656	ST461	United Kingdom	Europe
KlebAMRnet	SAMN24020658	ST25	United Kingdom	Europe
KlebAMRnet	SAMN24020659	ST34	United Kingdom	Europe
KlebAMRnet	SAMN24020660	ST395	United Kingdom	Europe
KlebAMRnet	SAMN24020661	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020662	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020663	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020664	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020665	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020666	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020667	ST392	United Kingdom	Europe
KlebAMRnet	SAMN24020668	ST6580	United Kingdom	Europe
KlebAMRnet	SAMN24020672	ST48	United Kingdom	Europe
KlebAMRnet	SAMN24020673	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020676	ST268	United Kingdom	Europe
KlebAMRnet	SAMN24020678	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020679	ST12	United Kingdom	Europe
KlebAMRnet	SAMN24020680	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020681	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020683	ST2211	United Kingdom	Europe
KlebAMRnet	SAMN24020689	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020690	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020694	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020695	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020697	ST12	United Kingdom	Europe
KlebAMRnet	SAMN24020698	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020701	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020702	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020703	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020704	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020711	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020713	ST478	United Kingdom	Europe
KlebAMRnet	SAMN24020715	ST16	United Kingdom	Europe
KlebAMRnet	SAMN24020726	ST405	United Kingdom	Europe
KlebAMRnet	SAMN24020727	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020728	ST29	United Kingdom	Europe
KlebAMRnet	SAMN24020731	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020735	ST719	United Kingdom	Europe
KlebAMRnet	SAMN24020737	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020738	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020739	ST515-1LV	United Kingdom	Europe
KlebAMRnet	SAMN24020745	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020748	ST307	United Kingdom	Europe
KlebAMRnet	SAMN24020749	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020753	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020754	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020757	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020759	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020760	ST45	United Kingdom	Europe
KlebAMRnet	SAMN24020761	ST34	United Kingdom	Europe
KlebAMRnet	SAMN24020763	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020764	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020768	ST253	United Kingdom	Europe
KlebAMRnet	SAMN24020770	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020773	ST107	United Kingdom	Europe
KlebAMRnet	SAMN24020774	ST336	United Kingdom	Europe
KlebAMRnet	SAMN24020778	ST25	United Kingdom	Europe
KlebAMRnet	SAMN24020779	ST834	United Kingdom	Europe
KlebAMRnet	SAMN24020782	ST20	United Kingdom	Europe
KlebAMRnet	SAMN24020783	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020784	ST323	United Kingdom	Europe
KlebAMRnet	SAMN24020788	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020789	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020792	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020799	ST187	United Kingdom	Europe
KlebAMRnet	SAMN24020801	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020805	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020806	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020807	ST25	United Kingdom	Europe
KlebAMRnet	SAMN24020808	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020809	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24020812	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020814	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020815	ST395	United Kingdom	Europe
KlebAMRnet	SAMN24020818	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020822	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN24020825	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24020827	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020828	ST25	United Kingdom	Europe
KlebAMRnet	SAMN24020830	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020831	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020835	ST101-1LV	United Kingdom	Europe
KlebAMRnet	SAMN24020837	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020839	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24020841	ST2211	United Kingdom	Europe
KlebAMRnet	SAMN24020843	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020844	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020845	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020848	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020850	ST512	United Kingdom	Europe
KlebAMRnet	SAMN24020851	ST252	United Kingdom	Europe
KlebAMRnet	SAMN24020852	ST1	United Kingdom	Europe
KlebAMRnet	SAMN24020853	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020858	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020860	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020861	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020863	ST12	United Kingdom	Europe
KlebAMRnet	SAMN24020865	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020867	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020869	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020870	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020872	ST307	United Kingdom	Europe
KlebAMRnet	SAMN24020876	ST512	United Kingdom	Europe
KlebAMRnet	SAMN24020883	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020888	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020891	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24020893	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020897	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24020900	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020905	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020909	ST437	United Kingdom	Europe
KlebAMRnet	SAMN24020911	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020912	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020913	ST16	United Kingdom	Europe
KlebAMRnet	SAMN24020918	ST5473	United Kingdom	Europe
KlebAMRnet	SAMN24020919	ST2975	United Kingdom	Europe
KlebAMRnet	SAMN24020920	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020921	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020923	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24020924	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24020925	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24020926	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020930	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020931	ST478	United Kingdom	Europe
KlebAMRnet	SAMN24020933	ST392	United Kingdom	Europe
KlebAMRnet	SAMN24020935	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020937	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020945	ST290	United Kingdom	Europe
KlebAMRnet	SAMN24020947	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020953	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020957	ST340	United Kingdom	Europe
KlebAMRnet	SAMN24020959	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24020960	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24020963	ST485	United Kingdom	Europe
KlebAMRnet	SAMN24020964	ST14-1LV	United Kingdom	Europe
KlebAMRnet	SAMN24020965	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020966	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24020967	ST247	United Kingdom	Europe
KlebAMRnet	SAMN24020970	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24020974	ST395	United Kingdom	Europe
KlebAMRnet	SAMN24020976	ST45	United Kingdom	Europe
KlebAMRnet	SAMN24020979	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020981	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020985	ST321	United Kingdom	Europe
KlebAMRnet	SAMN24020986	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24020987	ST1695	United Kingdom	Europe
KlebAMRnet	SAMN24020990	ST12	United Kingdom	Europe
KlebAMRnet	SAMN24020992	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24020995	ST20	United Kingdom	Europe
KlebAMRnet	SAMN24020996	ST12	United Kingdom	Europe
KlebAMRnet	SAMN24020997	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24020998	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24021000	ST16	United Kingdom	Europe
KlebAMRnet	SAMN24021003	ST392	United Kingdom	Europe
KlebAMRnet	SAMN24021004	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24021007	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021008	ST405	United Kingdom	Europe
KlebAMRnet	SAMN24021012	ST247	United Kingdom	Europe
KlebAMRnet	SAMN24021016	ST247	United Kingdom	Europe
KlebAMRnet	SAMN24021019	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24021021	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24021024	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24021026	ST353	United Kingdom	Europe
KlebAMRnet	SAMN24021027	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021028	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24021029	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24021030	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24021036	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN24021037	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24021038	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24021040	ST307	United Kingdom	Europe
KlebAMRnet	SAMN24021042	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24021044	ST25	United Kingdom	Europe
KlebAMRnet	SAMN24021045	ST336	United Kingdom	Europe
KlebAMRnet	SAMN24021046	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021048	ST1838	United Kingdom	Europe
KlebAMRnet	SAMN24021050	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24021054	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24021056	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24021060	ST252	United Kingdom	Europe
KlebAMRnet	SAMN24021065	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021067	ST34	United Kingdom	Europe
KlebAMRnet	SAMN24021068	ST461	United Kingdom	Europe
KlebAMRnet	SAMN24021069	ST512-1LV	United Kingdom	Europe
KlebAMRnet	SAMN24021071	ST16	United Kingdom	Europe
KlebAMRnet	SAMN24021072	ST377	United Kingdom	Europe
KlebAMRnet	SAMN24021073	ST307	United Kingdom	Europe
KlebAMRnet	SAMN24021074	ST252	United Kingdom	Europe
KlebAMRnet	SAMN24021080	ST1727	United Kingdom	Europe
KlebAMRnet	SAMN24021082	ST6583	United Kingdom	Europe
KlebAMRnet	SAMN24021084	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021087	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24021088	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24021089	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021090	ST34	United Kingdom	Europe
KlebAMRnet	SAMN24021091	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021094	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021095	ST34	United Kingdom	Europe
KlebAMRnet	SAMN24021099	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021101	ST34	United Kingdom	Europe
KlebAMRnet	SAMN24021103	ST101	United Kingdom	Europe
KlebAMRnet	SAMN24021104	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021105	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24021106	ST54	United Kingdom	Europe
KlebAMRnet	SAMN24021107	ST2502	United Kingdom	Europe
KlebAMRnet	SAMN24021108	ST336	United Kingdom	Europe
KlebAMRnet	SAMN24021111	ST12	United Kingdom	Europe
KlebAMRnet	SAMN24021117	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021120	ST45	United Kingdom	Europe
KlebAMRnet	SAMN24021122	ST12	United Kingdom	Europe
KlebAMRnet	SAMN24021124	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24021126	ST1829	United Kingdom	Europe
KlebAMRnet	SAMN24021127	ST1916	United Kingdom	Europe
KlebAMRnet	SAMN24021128	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021129	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24021133	ST392	United Kingdom	Europe
KlebAMRnet	SAMN24021135	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24021141	ST321	United Kingdom	Europe
KlebAMRnet	SAMN24021143	ST16	United Kingdom	Europe
KlebAMRnet	SAMN24021145	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24021146	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021148	ST273	United Kingdom	Europe
KlebAMRnet	SAMN24021149	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24021151	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24021154	ST983	United Kingdom	Europe
KlebAMRnet	SAMN24021157	ST34	United Kingdom	Europe
KlebAMRnet	SAMN24021159	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24021162	ST290	United Kingdom	Europe
KlebAMRnet	SAMN24021164	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24021166	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24021168	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021171	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24021173	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24021175	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021177	ST111	United Kingdom	Europe
KlebAMRnet	SAMN24021178	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021179	ST231	United Kingdom	Europe
KlebAMRnet	SAMN24021186	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24021187	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24021188	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021191	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24021192	ST716	United Kingdom	Europe
KlebAMRnet	SAMN24021199	ST834	United Kingdom	Europe
KlebAMRnet	SAMN24021200	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021202	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24021203	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24021204	ST147	United Kingdom	Europe
KlebAMRnet	SAMN24021205	ST14	United Kingdom	Europe
KlebAMRnet	SAMN24021206	ST15	United Kingdom	Europe
KlebAMRnet	SAMN24021209	ST359	United Kingdom	Europe
KlebAMRnet	SAMN24021212	ST512	United Kingdom	Europe
KlebAMRnet	SAMN24021215	ST240-1LV	United Kingdom	Europe
KlebAMRnet	SAMN24021218	ST915	United Kingdom	Europe
KlebAMRnet	SAMN24021219	ST258	United Kingdom	Europe
KlebAMRnet	SAMN24021224	ST29	United Kingdom	Europe
KlebAMRnet	SAMN24021228	ST11	United Kingdom	Europe
KlebAMRnet	SAMN24021229	ST1817	United Kingdom	Europe
KlebAMRnet	SAMN24059712	ST147	Germany	Europe
KlebAMRnet	SAMN24059713	ST15	Germany	Europe
KlebAMRnet	SAMN24059714	ST45	Germany	Europe
KlebAMRnet	SAMN24059715	ST16	Germany	Europe
